row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,claim,closing_document,input_row_ids,metric,org_id,period,verdict
O-L-718bce62-a93b-43a1-b426-77db6928a314,,https://lda.gov/filings/public/filing/718bce62-a93b-43a1-b426-77db6928a314/print/,2026-09-14,"{""filing_uuid"":""718bce62-a93b-43a1-b426-77db6928a314"",""filing_type"":""Q3"",""filing_year"":2021,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-718bce62-a93b-43a1-b426-77db6928a314,,Google,,OPEN
O-L-7367c300-f2d3-4f7d-bbf4-f00dd45b352c,,https://lda.gov/filings/public/filing/7367c300-f2d3-4f7d-bbf4-f00dd45b352c/print/,2026-09-14,"{""filing_uuid"":""7367c300-f2d3-4f7d-bbf4-f00dd45b352c"",""filing_type"":""1TY"",""filing_year"":2022,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-7367c300-f2d3-4f7d-bbf4-f00dd45b352c,,Microsoft,,OPEN
O-L-750126c1-629a-4601-b048-0a768d203cb8,,https://lda.gov/filings/public/filing/750126c1-629a-4601-b048-0a768d203cb8/print/,2026-09-14,"{""filing_uuid"":""750126c1-629a-4601-b048-0a768d203cb8"",""filing_type"":""Q4Y"",""filing_year"":2020,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-750126c1-629a-4601-b048-0a768d203cb8,,Google,,OPEN
O-L-75bee3fb-d8ef-4176-9791-1fa2e6e478f1,,https://lda.gov/filings/public/filing/75bee3fb-d8ef-4176-9791-1fa2e6e478f1/print/,2026-09-14,"{""filing_uuid"":""75bee3fb-d8ef-4176-9791-1fa2e6e478f1"",""filing_type"":""Q3Y"",""filing_year"":2024,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-75bee3fb-d8ef-4176-9791-1fa2e6e478f1,,OpenAI,,OPEN
O-L-77e20c7c-a9ab-4e86-8c05-7dd4142bf852,,https://lda.gov/filings/public/filing/77e20c7c-a9ab-4e86-8c05-7dd4142bf852/print/,2026-09-14,"{""filing_uuid"":""77e20c7c-a9ab-4e86-8c05-7dd4142bf852"",""filing_type"":""Q4Y"",""filing_year"":2023,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-77e20c7c-a9ab-4e86-8c05-7dd4142bf852,,Microsoft,,OPEN
O-L-78caa9c4-cb72-426f-a05a-b8c285af79e3,,https://lda.gov/filings/public/filing/78caa9c4-cb72-426f-a05a-b8c285af79e3/print/,2026-09-14,"{""filing_uuid"":""78caa9c4-cb72-426f-a05a-b8c285af79e3"",""filing_type"":""Q4Y"",""filing_year"":2024,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-78caa9c4-cb72-426f-a05a-b8c285af79e3,,Microsoft,,OPEN
O-L-7968ed60-abbf-4bf7-b7da-86a55d826839,,https://lda.gov/filings/public/filing/7968ed60-abbf-4bf7-b7da-86a55d826839/print/,2026-09-14,"{""filing_uuid"":""7968ed60-abbf-4bf7-b7da-86a55d826839"",""filing_type"":""Q1"",""filing_year"":2020,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-7968ed60-abbf-4bf7-b7da-86a55d826839,,Google,,OPEN
O-L-79c37e05-75cd-431c-8bb6-be43e8610c30,,https://lda.gov/filings/public/filing/79c37e05-75cd-431c-8bb6-be43e8610c30/print/,2026-09-14,"{""filing_uuid"":""79c37e05-75cd-431c-8bb6-be43e8610c30"",""filing_type"":""1TY"",""filing_year"":2022,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown. Client expressly names an intermediary; excluded from direct external-fee totals to avoid counting subcontracts twice.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-79c37e05-75cd-431c-8bb6-be43e8610c30,,Microsoft,,OPEN
O-L-7c4b46dd-0837-4ff9-8d1e-844fb50494e9,,https://lda.gov/filings/public/filing/7c4b46dd-0837-4ff9-8d1e-844fb50494e9/print/,2026-09-14,"{""filing_uuid"":""7c4b46dd-0837-4ff9-8d1e-844fb50494e9"",""filing_type"":""Q1"",""filing_year"":2019,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-7c4b46dd-0837-4ff9-8d1e-844fb50494e9,,Meta,,OPEN
O-L-7c4b98a9-72bb-4722-bbe6-be5614368960,,https://lda.gov/filings/public/filing/7c4b98a9-72bb-4722-bbe6-be5614368960/print/,2026-09-14,"{""filing_uuid"":""7c4b98a9-72bb-4722-bbe6-be5614368960"",""filing_type"":""Q1Y"",""filing_year"":2021,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-7c4b98a9-72bb-4722-bbe6-be5614368960,,Microsoft,,OPEN
O-L-7c4c7581-f8d2-43f5-8590-9a50ff84aa02,,https://lda.gov/filings/public/filing/7c4c7581-f8d2-43f5-8590-9a50ff84aa02/print/,2026-09-14,"{""filing_uuid"":""7c4c7581-f8d2-43f5-8590-9a50ff84aa02"",""filing_type"":""Q3Y"",""filing_year"":2019,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-7c4c7581-f8d2-43f5-8590-9a50ff84aa02,,Microsoft,,OPEN
O-L-7c645d29-524f-4282-b1d8-483fb120e407,,https://lda.gov/filings/public/filing/7c645d29-524f-4282-b1d8-483fb120e407/print/,2026-09-14,"{""filing_uuid"":""7c645d29-524f-4282-b1d8-483fb120e407"",""filing_type"":""Q1Y"",""filing_year"":2020,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-7c645d29-524f-4282-b1d8-483fb120e407,,Microsoft,,OPEN
O-L-7dbc78b9-eadf-4cf8-9894-2f2fb14202d0,,https://lda.gov/filings/public/filing/7dbc78b9-eadf-4cf8-9894-2f2fb14202d0/print/,2026-09-14,"{""filing_uuid"":""7dbc78b9-eadf-4cf8-9894-2f2fb14202d0"",""filing_type"":""Q1"",""filing_year"":2019,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-7dbc78b9-eadf-4cf8-9894-2f2fb14202d0,,Google,,OPEN
O-L-7eb19354-9ed1-4cda-895f-34718a04d425,,https://lda.gov/filings/public/filing/7eb19354-9ed1-4cda-895f-34718a04d425/print/,2026-09-14,"{""filing_uuid"":""7eb19354-9ed1-4cda-895f-34718a04d425"",""filing_type"":""Q2"",""filing_year"":2025,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-7eb19354-9ed1-4cda-895f-34718a04d425,,Google,,OPEN
O-L-80305dcb-bc35-434f-9acf-bdac16df5b22,,https://lda.gov/filings/public/filing/80305dcb-bc35-434f-9acf-bdac16df5b22/print/,2026-09-14,"{""filing_uuid"":""80305dcb-bc35-434f-9acf-bdac16df5b22"",""filing_type"":""Q2Y"",""filing_year"":2019,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-80305dcb-bc35-434f-9acf-bdac16df5b22,,Amazon,,OPEN
O-L-811d6c13-0d77-4697-aba5-59fb1e79ede4,,https://lda.gov/filings/public/filing/811d6c13-0d77-4697-aba5-59fb1e79ede4/print/,2026-09-14,"{""filing_uuid"":""811d6c13-0d77-4697-aba5-59fb1e79ede4"",""filing_type"":""4T"",""filing_year"":2022,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-811d6c13-0d77-4697-aba5-59fb1e79ede4,,Meta,,OPEN
O-L-82e30d4b-e421-4246-a1fe-e27dde9a2ea6,,https://lda.gov/filings/public/filing/82e30d4b-e421-4246-a1fe-e27dde9a2ea6/print/,2026-09-14,"{""filing_uuid"":""82e30d4b-e421-4246-a1fe-e27dde9a2ea6"",""filing_type"":""3TY"",""filing_year"":2021,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-82e30d4b-e421-4246-a1fe-e27dde9a2ea6,,Google,,OPEN
O-L-83819877-ff74-4396-849e-bb66cb03a70d,,https://lda.gov/filings/public/filing/83819877-ff74-4396-849e-bb66cb03a70d/print/,2026-09-14,"{""filing_uuid"":""83819877-ff74-4396-849e-bb66cb03a70d"",""filing_type"":""1TY"",""filing_year"":2023,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-83819877-ff74-4396-849e-bb66cb03a70d,,Google,,OPEN
O-L-86199843-d0db-4cf3-862a-4a9a07dcc812,,https://lda.gov/filings/public/filing/86199843-d0db-4cf3-862a-4a9a07dcc812/print/,2026-09-14,"{""filing_uuid"":""86199843-d0db-4cf3-862a-4a9a07dcc812"",""filing_type"":""Q4Y"",""filing_year"":2025,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-86199843-d0db-4cf3-862a-4a9a07dcc812,,Google,,OPEN
O-L-8758f171-124b-43db-af36-ee42a4347573,,https://lda.gov/filings/public/filing/8758f171-124b-43db-af36-ee42a4347573/print/,2026-09-14,"{""filing_uuid"":""8758f171-124b-43db-af36-ee42a4347573"",""filing_type"":""Q1Y"",""filing_year"":2020,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-8758f171-124b-43db-af36-ee42a4347573,,Microsoft,,OPEN
O-L-8a91cba3-f1b0-4059-a1f4-da0f9647d887,,https://lda.gov/filings/public/filing/8a91cba3-f1b0-4059-a1f4-da0f9647d887/print/,2026-09-14,"{""filing_uuid"":""8a91cba3-f1b0-4059-a1f4-da0f9647d887"",""filing_type"":""Q3Y"",""filing_year"":2020,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-8a91cba3-f1b0-4059-a1f4-da0f9647d887,,Microsoft,,OPEN
O-L-8cf6c235-2558-4ac6-89bb-4ba10fcdd2c8,,https://lda.gov/filings/public/filing/8cf6c235-2558-4ac6-89bb-4ba10fcdd2c8/print/,2026-09-14,"{""filing_uuid"":""8cf6c235-2558-4ac6-89bb-4ba10fcdd2c8"",""filing_type"":""Q1Y"",""filing_year"":2019,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-8cf6c235-2558-4ac6-89bb-4ba10fcdd2c8,,Microsoft,,OPEN
O-L-907be1eb-3927-4825-ac8c-ec3241ac9fd5,,https://lda.gov/filings/public/filing/907be1eb-3927-4825-ac8c-ec3241ac9fd5/print/,2026-09-14,"{""filing_uuid"":""907be1eb-3927-4825-ac8c-ec3241ac9fd5"",""filing_type"":""Q1"",""filing_year"":2021,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-907be1eb-3927-4825-ac8c-ec3241ac9fd5,,Meta,,OPEN
O-L-9318f12a-c758-44c2-adb2-42ad5a872b2d,,https://lda.gov/filings/public/filing/9318f12a-c758-44c2-adb2-42ad5a872b2d/print/,2026-09-14,"{""filing_uuid"":""9318f12a-c758-44c2-adb2-42ad5a872b2d"",""filing_type"":""4TY"",""filing_year"":2020,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-9318f12a-c758-44c2-adb2-42ad5a872b2d,,Amazon,,OPEN
O-L-95199220-a9bc-48d6-a7f4-da357882e930,,https://lda.gov/filings/public/filing/95199220-a9bc-48d6-a7f4-da357882e930/print/,2026-09-14,"{""filing_uuid"":""95199220-a9bc-48d6-a7f4-da357882e930"",""filing_type"":""Q4"",""filing_year"":2021,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-95199220-a9bc-48d6-a7f4-da357882e930,,Google,,OPEN
O-L-95bca87a-c6e5-46c3-9a48-7a4c36e06709,,https://lda.gov/filings/public/filing/95bca87a-c6e5-46c3-9a48-7a4c36e06709/print/,2026-09-14,"{""filing_uuid"":""95bca87a-c6e5-46c3-9a48-7a4c36e06709"",""filing_type"":""2TY"",""filing_year"":2020,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-95bca87a-c6e5-46c3-9a48-7a4c36e06709,,Google,,OPEN
O-L-984c7913-409f-40cd-99bb-943c3037f6ce,,https://lda.gov/filings/public/filing/984c7913-409f-40cd-99bb-943c3037f6ce/print/,2026-09-14,"{""filing_uuid"":""984c7913-409f-40cd-99bb-943c3037f6ce"",""filing_type"":""Q1Y"",""filing_year"":2026,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-984c7913-409f-40cd-99bb-943c3037f6ce,,Microsoft,,OPEN
O-L-9b3f5887-4758-4be4-8501-cdb54d38a969,,https://lda.gov/filings/public/filing/9b3f5887-4758-4be4-8501-cdb54d38a969/print/,2026-09-14,"{""filing_uuid"":""9b3f5887-4758-4be4-8501-cdb54d38a969"",""filing_type"":""Q2Y"",""filing_year"":2022,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-9b3f5887-4758-4be4-8501-cdb54d38a969,,Meta,,OPEN
O-L-9baf8fe3-6f46-4cd7-ad9f-23e14cc70756,,https://lda.gov/filings/public/filing/9baf8fe3-6f46-4cd7-ad9f-23e14cc70756/print/,2026-09-14,"{""filing_uuid"":""9baf8fe3-6f46-4cd7-ad9f-23e14cc70756"",""filing_type"":""Q2Y"",""filing_year"":2021,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-9baf8fe3-6f46-4cd7-ad9f-23e14cc70756,,Microsoft,,OPEN
O-L-9caf232d-18c7-452d-9b58-9e080de8248d,,https://lda.gov/filings/public/filing/9caf232d-18c7-452d-9b58-9e080de8248d/print/,2026-09-14,"{""filing_uuid"":""9caf232d-18c7-452d-9b58-9e080de8248d"",""filing_type"":""Q1Y"",""filing_year"":2020,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-9caf232d-18c7-452d-9b58-9e080de8248d,,Google,,OPEN
O-L-9cbd18e7-a8c8-40d5-8cac-1f1956a8214e,,https://lda.gov/filings/public/filing/9cbd18e7-a8c8-40d5-8cac-1f1956a8214e/print/,2026-09-14,"{""filing_uuid"":""9cbd18e7-a8c8-40d5-8cac-1f1956a8214e"",""filing_type"":""Q3"",""filing_year"":2025,""filing_period"":""third_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-9cbd18e7-a8c8-40d5-8cac-1f1956a8214e,,Meta,,OPEN
O-L-9dd5b2be-a7ac-4802-b335-1d01734b5366,,https://lda.gov/filings/public/filing/9dd5b2be-a7ac-4802-b335-1d01734b5366/print/,2026-09-14,"{""filing_uuid"":""9dd5b2be-a7ac-4802-b335-1d01734b5366"",""filing_type"":""Q4Y"",""filing_year"":2020,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-9dd5b2be-a7ac-4802-b335-1d01734b5366,,Microsoft,,OPEN
O-L-9ec78f8e-5306-43ca-a6c0-2666f8061876,,https://lda.gov/filings/public/filing/9ec78f8e-5306-43ca-a6c0-2666f8061876/print/,2026-09-14,"{""filing_uuid"":""9ec78f8e-5306-43ca-a6c0-2666f8061876"",""filing_type"":""Q1Y"",""filing_year"":2022,""filing_period"":""first_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-9ec78f8e-5306-43ca-a6c0-2666f8061876,,Meta,,OPEN
O-L-9efd84e0-1365-4c46-9467-bf30d4b762d0,,https://lda.gov/filings/public/filing/9efd84e0-1365-4c46-9467-bf30d4b762d0/print/,2026-09-14,"{""filing_uuid"":""9efd84e0-1365-4c46-9467-bf30d4b762d0"",""filing_type"":""4TY"",""filing_year"":2024,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-9efd84e0-1365-4c46-9467-bf30d4b762d0,,Microsoft,,OPEN
O-L-a2585cc7-53ef-4d24-9a7e-13f2829d52d1,,https://lda.gov/filings/public/filing/a2585cc7-53ef-4d24-9a7e-13f2829d52d1/print/,2026-09-14,"{""filing_uuid"":""a2585cc7-53ef-4d24-9a7e-13f2829d52d1"",""filing_type"":""4T"",""filing_year"":2025,""filing_period"":""fourth_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-a2585cc7-53ef-4d24-9a7e-13f2829d52d1,,Meta,,OPEN
O-L-a2f77c4d-09f9-44bf-b243-3958639d4c62,,https://lda.gov/filings/public/filing/a2f77c4d-09f9-44bf-b243-3958639d4c62/print/,2026-09-14,"{""filing_uuid"":""a2f77c4d-09f9-44bf-b243-3958639d4c62"",""filing_type"":""Q2Y"",""filing_year"":2024,""filing_period"":""second_quarter"",""income"":null,""expenses"":null}","Latest report per registrant/client/year/quarter is eligible; registrations and superseded reports are excluded. All issues combined; no dollar allocation to AI. Income is the outside registrant’s reported fee, not lab self-reported expense. API blank amounts remain unknown.",Exact lobbying dollars are unresolved for this report,The linked original quarterly report or public amendment establishing an exact dollar amount and correct income/expense classification. A threshold disclosure alone cannot close exact dollars.,L-a2f77c4d-09f9-44bf-b243-3958639d4c62,,OpenAI,,OPEN
