row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,author_amount,author_name,author_row_id,author_tier,currency,funder,money_type,object_id,period_end,period_start,purpose,recipient_ein,recipient_name,schedule_row,source_fields,source_file,verdict
RM-VG045,150500,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"150,500","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",150500,Giving What We Can USA,VG045,A-EA infrastructure,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,933629215,GIVING WHAT WE CAN USA INC,8474,"{""CashGrantAmt[1]"": ""150,500"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""GIVING WHAT WE CAN USA INC"", ""RecipientEIN[1]"": ""93-3629215"", ""USAddress[1]/AddressLine1Txt[1]"": ""651 N BROAD ST STE 201"", ""USAddress[1]/CityNm[1]"": ""MIDDLETOWN"", ""USAddress[1]/StateAbbreviationCd[1]"": ""DE"", ""USAddress[1]/ZIPCd[1]"": ""19709"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG046,307138,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"307,138","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",307138,Helen Keller International,VG046,B-EA global health,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,135562162,HELEN KELLER INTERNATIONAL,9465,"{""CashGrantAmt[1]"": ""307,138"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""HELEN KELLER INTERNATIONAL"", ""RecipientEIN[1]"": ""13-5562162"", ""USAddress[1]/AddressLine1Txt[1]"": ""1 DAG HAMMARSKJOLD PLZ FL 2"", ""USAddress[1]/CityNm[1]"": ""NEW YORK CITY"", ""USAddress[1]/StateAbbreviationCd[1]"": ""NY"", ""USAddress[1]/ZIPCd[1]"": ""10017"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG047,3398603,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"3,398,603","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",3398603,Horizon Institute for Public Service,VG047,A-AI safety,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,874657441,HORIZON INSTITUTE FOR PUBLIC SERVICE,10008,"{""CashGrantAmt[1]"": ""3,398,603"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""HORIZON INSTITUTE FOR PUBLIC SERVICE"", ""RecipientEIN[1]"": ""87-4657441"", ""USAddress[1]/AddressLine1Txt[1]"": ""1201 CONNECTICUT AVE NW 200H"", ""USAddress[1]/CityNm[1]"": ""WASHINGTON"", ""USAddress[1]/StateAbbreviationCd[1]"": ""DC"", ""USAddress[1]/ZIPCd[1]"": ""20036"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG048,245000,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"245,000","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",245000,Legal Priorities / Institute for Law & AI,VG048,A-AI safety,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,851024198,LEGAL PRIORITIES INC,11925,"{""CashGrantAmt[1]"": ""245,000"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""LEGAL PRIORITIES INC"", ""RecipientEIN[1]"": ""85-1024198"", ""USAddress[1]/AddressLine1Txt[1]"": ""6 LIBERTY SQ 6079"", ""USAddress[1]/CityNm[1]"": ""BOSTON"", ""USAddress[1]/StateAbbreviationCd[1]"": ""MA"", ""USAddress[1]/ZIPCd[1]"": ""02109"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG049,100000,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"100,000","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",100000,Longview Philanthropy USA,VG049,A-EA infrastructure,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,932664730,LONGVIEW PHILANTHROPY USA INC,12248,"{""CashGrantAmt[1]"": ""100,000"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""LONGVIEW PHILANTHROPY USA INC"", ""RecipientEIN[1]"": ""93-2664730"", ""USAddress[1]/AddressLine1Txt[1]"": ""2093 PHILADELPHIA PIKE 7230"", ""USAddress[1]/CityNm[1]"": ""CLAYMONT"", ""USAddress[1]/StateAbbreviationCd[1]"": ""DE"", ""USAddress[1]/ZIPCd[1]"": ""19703"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG050,322543,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"322,543","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",322543,Malaria Consortium,VG050,B-EA global health,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,980627052,MALARIA CONSORTIUM US,12576,"{""CashGrantAmt[1]"": ""322,543"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""MALARIA CONSORTIUM US"", ""RecipientEIN[1]"": ""98-0627052"", ""USAddress[1]/AddressLine1Txt[1]"": ""PO BOX 6334"", ""USAddress[1]/CityNm[1]"": ""HERMITAGE"", ""USAddress[1]/StateAbbreviationCd[1]"": ""PA"", ""USAddress[1]/ZIPCd[1]"": ""16148"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG051,1427585,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"1,427,585","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",1427585,Mercy for Animals,VG051,C-EA animal,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,542076145,MERCY FOR ANIMALS,13021,"{""CashGrantAmt[1]"": ""1,427,585"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""MERCY FOR ANIMALS"", ""RecipientEIN[1]"": ""54-2076145"", ""USAddress[1]/AddressLine1Txt[1]"": ""8033 W SUNSET BLVD 864"", ""USAddress[1]/CityNm[1]"": ""LOS ANGELES"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""90046"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG052,191421,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"191,421","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",191421,New Incentives,VG052,B-EA global health,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,452368993,NEW INCENTIVES,14242,"{""CashGrantAmt[1]"": ""191,421"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""NEW INCENTIVES"", ""RecipientEIN[1]"": ""45-2368993"", ""USAddress[1]/AddressLine1Txt[1]"": ""440 N BARRANCA AVE UNIT 6133"", ""USAddress[1]/CityNm[1]"": ""COVINA"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""91723"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG053,30000,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"30,000","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",30000,Nonlinear,VG053,A-AI safety,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,884043628,NONLINEAR INC,14461,"{""CashGrantAmt[1]"": ""30,000"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""NONLINEAR INC"", ""RecipientEIN[1]"": ""88-4043628"", ""USAddress[1]/AddressLine1Txt[1]"": ""3445 N KAMA DR"", ""USAddress[1]/CityNm[1]"": ""LA PORTE"", ""USAddress[1]/StateAbbreviationCd[1]"": ""IN"", ""USAddress[1]/ZIPCd[1]"": ""46350"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG054,44500,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"44,500","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",44500,Nuclear Threat Initiative,VG054,A-borderline,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,522289435,NUCLEAR THREAT INITIATIVE INC,14712,"{""CashGrantAmt[1]"": ""44,500"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""NUCLEAR THREAT INITIATIVE INC"", ""RecipientEIN[1]"": ""52-2289435"", ""USAddress[1]/AddressLine1Txt[1]"": ""1776 I ST NW STE 600"", ""USAddress[1]/CityNm[1]"": ""WASHINGTON"", ""USAddress[1]/StateAbbreviationCd[1]"": ""DC"", ""USAddress[1]/ZIPCd[1]"": ""20006"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG055,251260,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"251,260","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",251260,One Acre Fund,VG055,B-EA global health,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,203668110,ONE ACRE FUND,14911,"{""CashGrantAmt[1]"": ""251,260"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""ONE ACRE FUND"", ""RecipientEIN[1]"": ""20-3668110"", ""USAddress[1]/AddressLine1Txt[1]"": ""2070 GREEN BAY RD STE 183"", ""USAddress[1]/CityNm[1]"": ""HIGHLAND PARK"", ""USAddress[1]/StateAbbreviationCd[1]"": ""IL"", ""USAddress[1]/ZIPCd[1]"": ""60035"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG056,150000,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"150,000","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",150000,Palisade Research,VG056,A-AI safety,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,931591014,PALISADE RESEARCH INC,15338,"{""CashGrantAmt[1]"": ""150,000"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""PALISADE RESEARCH INC"", ""RecipientEIN[1]"": ""93-1591014"", ""USAddress[1]/AddressLine1Txt[1]"": ""8 THE GREEN SUITE 14997"", ""USAddress[1]/CityNm[1]"": ""DOVER"", ""USAddress[1]/StateAbbreviationCd[1]"": ""DE"", ""USAddress[1]/ZIPCd[1]"": ""19901"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG057,903002,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"903,002","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",903002,Rethink Priorities,VG057,A-EA infrastructure,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,843896318,RETHINK PRIORITIES,16865,"{""CashGrantAmt[1]"": ""903,002"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""RETHINK PRIORITIES"", ""RecipientEIN[1]"": ""84-3896318"", ""USAddress[1]/AddressLine1Txt[1]"": ""530 DIVISADERO ST 796 PMB"", ""USAddress[1]/CityNm[1]"": ""SAN FRANCISCO"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""94117"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG058,190000,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"190,000","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",190000,SecureBio,VG058,A-AI safety,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,883068255,SECUREBIO INC,17962,"{""CashGrantAmt[1]"": ""190,000"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""SECUREBIO INC"", ""RecipientEIN[1]"": ""88-3068255"", ""USAddress[1]/AddressLine1Txt[1]"": ""1 BROADWAY 13-100"", ""USAddress[1]/CityNm[1]"": ""CAMBRIDGE"", ""USAddress[1]/StateAbbreviationCd[1]"": ""MA"", ""USAddress[1]/ZIPCd[1]"": ""02142"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG059,4749779,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"4,749,779","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",4749779,Good Food Institute,VG059,C-EA animal,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,810840578,THE GOOD FOOD INSTITUTE,20922,"{""CashGrantAmt[1]"": ""4,749,779"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""THE GOOD FOOD INSTITUTE"", ""RecipientEIN[1]"": ""81-0840578"", ""USAddress[1]/AddressLine1Txt[1]"": ""2503D N HARRISON ST 19"", ""USAddress[1]/CityNm[1]"": ""ARLINGTON"", ""USAddress[1]/StateAbbreviationCd[1]"": ""VA"", ""USAddress[1]/ZIPCd[1]"": ""22207"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG060,977806,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"977,806","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",977806,The Humane League,VG060,C-EA animal,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,043817491,THE HUMANE LEAGUE,21010,"{""CashGrantAmt[1]"": ""977,806"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""THE HUMANE LEAGUE"", ""RecipientEIN[1]"": ""04-3817491"", ""USAddress[1]/AddressLine1Txt[1]"": ""1321 UPLAND DR 16989"", ""USAddress[1]/CityNm[1]"": ""HOUSTON"", ""USAddress[1]/StateAbbreviationCd[1]"": ""TX"", ""USAddress[1]/ZIPCd[1]"": ""77043"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG061,43750,https://projects.propublica.org/nonprofits/full_text/202511349349313096/IRS990ScheduleI,2026-09-14,"43,750","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",43750,Wild Animal Initiative,VG061,C-EA animal,USD,Vanguard,filed_cash_grant,202511349349313096,2024-06-30,2023-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,822281466,WILD ANIMAL INITIATIVE INC,23619,"{""CashGrantAmt[1]"": ""43,750"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""WILD ANIMAL INITIATIVE INC"", ""RecipientEIN[1]"": ""82-2281466"", ""USAddress[1]/AddressLine1Txt[1]"": ""5123 W 98TH ST 1204"", ""USAddress[1]/CityNm[1]"": ""MINNEAPOLIS"", ""USAddress[1]/StateAbbreviationCd[1]"": ""MN"", ""USAddress[1]/ZIPCd[1]"": ""55437"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202511349349313096.html,KEEP
RM-VG062,46011,https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleI,2026-09-14,"46,011","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",46011,1Day Sooner,VG062,A-EA infrastructure,USD,Vanguard,filed_cash_grant,202621329349306657,2025-06-30,2024-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,851103820,1DAY SOONER INC,17,"{""CashGrantAmt[1]"": ""46,011"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""1DAY SOONER INC"", ""RecipientEIN[1]"": ""85-1103820"", ""USAddress[1]/AddressLine1Txt[1]"": ""2093 PHILADELPHIA PIKE 6363"", ""USAddress[1]/CityNm[1]"": ""CLAYMONT"", ""USAddress[1]/StateAbbreviationCd[1]"": ""DE"", ""USAddress[1]/ZIPCd[1]"": ""197032424"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202621329349306657.html,KEEP
RM-VG063,164050,https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleI,2026-09-14,"164,050","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",164050,AI Futures Project,VG063,A-AI safety,USD,Vanguard,filed_cash_grant,202621329349306657,2025-06-30,2024-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,994320292,AI FUTURES PROJECT INC,426,"{""CashGrantAmt[1]"": ""164,050"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""AI FUTURES PROJECT INC"", ""RecipientEIN[1]"": ""99-4320292"", ""USAddress[1]/AddressLine1Txt[1]"": ""2169 GRANT ST"", ""USAddress[1]/CityNm[1]"": ""BERKELEY"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""947031517"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202621329349306657.html,KEEP
RM-VG064,1500000,https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleI,2026-09-14,"1,500,000","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",1500000,Alignment Research Center,VG064,A-AI safety,USD,Vanguard,filed_cash_grant,202621329349306657,2025-06-30,2024-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,863605182,ALIGNMENT RESEARCH CENTER,547,"{""CashGrantAmt[1]"": ""1,500,000"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""ALIGNMENT RESEARCH CENTER"", ""RecipientEIN[1]"": ""86-3605182"", ""USAddress[1]/AddressLine1Txt[1]"": ""440 N BARRANCA AVE 9807"", ""USAddress[1]/CityNm[1]"": ""COVINA"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""917231722"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202621329349306657.html,KEEP
RM-VG065,844663,https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleI,2026-09-14,"844,663","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",844663,Animal Charity Evaluators,VG065,C-EA animal,USD,Vanguard,filed_cash_grant,202621329349306657,2025-06-30,2024-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,364684978,ANIMAL CHARITY EVALUATORS,1169,"{""CashGrantAmt[1]"": ""844,663"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""ANIMAL CHARITY EVALUATORS"", ""RecipientEIN[1]"": ""36-4684978"", ""USAddress[1]/AddressLine1Txt[1]"": ""440 N BARRANCA AVE 3480"", ""USAddress[1]/CityNm[1]"": ""COVINA"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""917231722"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202621329349306657.html,KEEP
RM-VG066,60000,https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleI,2026-09-14,"60,000","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",60000,Arthropoda Foundation,VG066,C-EA animal,USD,Vanguard,filed_cash_grant,202621329349306657,2025-06-30,2024-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,994569321,ARTHROPODA FOUNDATION,1454,"{""CashGrantAmt[1]"": ""60,000"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""ARTHROPODA FOUNDATION"", ""RecipientEIN[1]"": ""99-4569321"", ""USAddress[1]/AddressLine1Txt[1]"": ""2424 E YORK ST STE 320"", ""USAddress[1]/CityNm[1]"": ""PHILADELPHIA"", ""USAddress[1]/StateAbbreviationCd[1]"": ""PA"", ""USAddress[1]/ZIPCd[1]"": ""191253045"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202621329349306657.html,KEEP
RM-VG067,463490,https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleI,2026-09-14,"463,490","Primary filing rematch by recipient EIN and exact fiscal period. Author-selected tier retained as a classification claim, not a finding about each recipient’s activities.",463490,Berkeley Existential Risk Initiative,VG067,A-AI safety,USD,Vanguard,filed_cash_grant,202621329349306657,2025-06-30,2024-07-01,FOR RECIPIENT'S EXEMPT PURPOSE,814820272,BERKELEY EXISTENTIAL RISK INITIATIVE,2157,"{""CashGrantAmt[1]"": ""463,490"", ""IRCSectionDesc[1]"": ""501(C)3"", ""NonCashAssistanceDesc[1]"": ""N/A"", ""PurposeOfGrantTxt[1]"": ""FOR RECIPIENT'S EXEMPT PURPOSE"", ""RecipientBusinessName[1]/BusinessNameLine1Txt[1]"": ""BERKELEY EXISTENTIAL RISK INITIATIVE"", ""RecipientEIN[1]"": ""81-4820272"", ""USAddress[1]/AddressLine1Txt[1]"": ""501 W BROADWAY STE 1540"", ""USAddress[1]/CityNm[1]"": ""SAN DIEGO"", ""USAddress[1]/StateAbbreviationCd[1]"": ""CA"", ""USAddress[1]/ZIPCd[1]"": ""921013770"", ""ValuationMethodUsedDesc[1]"": ""FMV""}",sources/schedule-202621329349306657.html,KEEP
